sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
ATAC_JV_adipose/samples/AC1/MSC91/problems/chrX:37148256-49242997,833928,1.3577776113424924,161,1,56.9703286838917,21.84509766569465,5.0,3245.618350350653,0,867,867,9.0,5.907802073791994,47.50200339597122,614187,832,3.0,5.0,12.0,0.9994307686246227
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:18024675-38818835,2148150,1.3309347614893532,131,1,31.866607210029077,14.343146323737606,7.0,1015.4806550782771,0,708,708,7.0,6.785512101195792,62.02150698000936,1614017,600,4.0,7.0,11.0,0.9986575624413088
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:51448845-125869472,8472164,1.351541999487279,235,1,36.943537982887875,16.065862297914755,8.0,1364.8249986930794,0,1020,1020,7.0,7.534981660295804,80.50541262471127,6268518,858,5.0,8.0,12.0,0.9989271973307866
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr11:69774695-87688378,2226742,1.3654451456081473,147,1,40.913503434609346,17.25764694483996,8.0,1673.9147632937907,0,888,888,8.0,8.242244619325811,94.78704670281414,1630782,851,5.0,8.0,13.0,0.9990890331448086
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr12:145739-7189876,1090498,1.4160858820978108,143,1,45.179289639089184,21.096418553916475,9.0,2041.1682122927114,0,953,953,9.0,6.530796417347627,61.405918564764406,770080,772,6.0,9.0,15.0,0.9991277868695525
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr12:66500000-109373470,4102502,1.3199197592132927,126,1,31.963759106681483,13.744527444978454,7.0,1021.6818962299635,0,742,742,7.0,7.506913759246445,79.59267900414137,3108146,713,4.0,7.0,11.0,0.9987060617467596
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr14:19050000-107289540,9768289,1.3464303628155827,280,1,39.19368980970338,15.733323326378086,8.0,1536.1453208992466,0,1179,1179,8.0,9.035562751508465,118.14883419541438,7254954,1088,4.0,8.0,12.0,0.9990355016564719
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr16:46510000-88389383,5384742,1.3681994877073391,166,1,39.195691001565116,17.30899964986653,8.0,1536.3021930901725,0,809,809,8.0,7.1906544883976045,69.48185309149335,3935642,784,5.0,8.0,13.0,0.9990029929300773
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr1:206482221-223747846,1890218,1.3403719564124437,204,1,33.415653693424346,15.11035866744196,7.0,1116.605911758864,0,677,677,8.0,6.962466055655535,67.01779720373165,1410220,651,4.0,7.0,12.0,0.9987277569096642
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr1:521368-2634220,478996,1.5892421673595467,209,1,89.61189500468112,32.154147312541475,13.0,8030.291726329992,0,4343,4343,13.0,18.52150043225403,625.8219997523241,301400,1109,9.0,13.0,22.0,0.9994878576197317
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr22:20700000-50364777,4784177,1.422243553765001,664,1,46.883521660859884,21.343000899273893,10.0,2198.064603324318,0,1067,1067,9.0,6.908425806218571,68.57200757596897,3363825,1010,6.0,10.0,15.0,0.9991291865383409
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr2:162200000-234003741,7130588,1.3268041839450209,398,1,32.029057771401405,14.079729317102135,7.0,1025.8605417237686,0,756,756,7.0,7.845160248958791,87.32580929415747,5374259,738,4.0,7.0,11.0,0.9986680349891383
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr3:60000-66170270,7749828,1.3447143225491214,127,1,35.27486553433683,15.495358030697988,8.0,1244.3161384655443,0,882,882,7.0,7.813745815701277,87.43385908476297,5763179,868,5.0,8.0,12.0,0.998863868896523
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr4:75452279-190000000,10025504,1.290977659418712,298,1,25.778270906186375,11.43906107066037,6.0,664.5192509127348,0,767,767,6.0,8.52131718014231,103.06425404472893,7765824,701,4.0,6.0,10.0,0.9982097987792824
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr6:60000-58087659,6304068,1.3589765533803206,224,1,36.33548533765159,16.578201729916728,8.0,1320.2674947226935,0,859,859,8.0,7.007495364758366,69.49833365194372,4638836,798,5.0,8.0,13.0,0.9988823003662343
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr8:48135599-86500000,3474074,1.2842544662380242,124,1,24.822867437643804,11.023179292677247,6.0,616.1747478268371,0,838,838,6.0,10.550465069901096,173.03760306504407,2705130,767,4.0,6.0,10.0,0.9981464450446081
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr8:87000000-142766515,5747560,1.3226354585487268,185,1,30.767151024694517,13.818663608203083,7.0,946.6175821763609,0,774,774,7.0,7.6835384877032045,82.80586267055074,4345537,737,4.0,7.0,11.0,0.9986106893302505
ATAC_JV_adipose/samples/AC2/MSC70/problems/chrX:37148256-49242997,1293965,1.308522310706611,65,1,27.822284854421415,12.93892864221601,7.0,774.0795345205672,0,522,522,7.0,7.943922438915965,83.64021340228904,988876,512,4.0,7.0,11.0,0.9984324169178407
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr10:18024675-38818835,2011482,1.3134098946389674,65,1,31.645275136456007,13.95239820907256,6.0,1001.4234384620008,0,619,619,6.0,6.488792080947005,56.195671148778146,1531497,583,4.0,6.0,10.0,0.9986970456107855
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr10:51448845-125869472,7830704,1.3321882874600464,165,1,35.74442949418199,15.319141276985654,7.0,1277.6642398645477,0,814,814,7.0,7.1068211024462435,69.93837679929794,5878077,782,4.0,7.0,11.0,0.9989101614266487
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr11:69774695-87688378,2029382,1.3444361486537963,72,1,39.691289305370226,16.345750953316003,7.0,1575.3984467225966,0,925,925,8.0,7.9987831105080325,90.27628442976135,1509468,832,4.0,7.0,12.0,0.9990905000311124
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr12:145739-7189876,993745,1.4032893975039327,261,1,44.90272316467267,20.621078718642107,8.0,2016.2545476032317,0,995,995,9.0,6.315433280606367,60.80741039248204,708155,737,5.0,8.0,14.0,0.999088715527456
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr12:66500000-109373470,3881882,1.3013889950504145,139,1,31.587346588092586,13.34084811408583,6.0,997.7604644762843,0,699,699,6.0,7.241121388513822,73.12279265872857,2982877,676,4.0,6.0,10.0,0.9987158331489958
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr14:19050000-107289540,8937368,1.325161764793101,237,1,37.04479397847752,14.83131596899988,7.0,1372.3167609078446,0,1018,1018,7.0,8.202280223281088,94.51800872802187,6744361,927,4.0,7.0,11.0,0.998981629914588
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr16:46510000-88389383,4856442,1.3486711272070468,300,1,37.583381440362345,16.224804007875786,7.0,1412.5105604917728,0,734,734,8.0,6.857414830013806,62.92559574564766,3600910,712,4.0,7.0,12.0,0.9989560087388206
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr1:206482221-223747846,1766382,1.3246030424786168,139,1,33.54692331209649,14.794929806024511,7.0,1125.396063707683,0,652,652,7.0,6.874385320709625,67.55824445193066,1333519,643,4.0,7.0,11.0,0.9987949832492862
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr1:521368-2634220,436142,1.7466080381886042,567,1,443.1862516127989,40.46796871558494,11.0,196414.05361860312,0,24288,24288,12.0,41.746492509448416,1916.406077627698,249709,1319,7.0,11.0,19.0,0.9998406993760095
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr22:20700000-50364777,4185328,1.4013636191656698,304,1,44.27379922777235,19.813167897269548,8.0,1960.1692980610953,0,1000,1000,9.0,6.500055587210639,60.06470519896273,2986612,918,5.0,8.0,14.0,0.9991245835041426
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr2:162200000-234003741,6725519,1.3058555285753506,331,1,30.83448739415798,13.513919731338827,6.0,950.7656128604873,0,721,721,6.0,7.381910984922409,76.97744092760756,5150279,676,4.0,6.0,10.0,0.9986346450689773
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr3:60000-66170270,7103911,1.3236545471755348,216,1,33.4986401283246,14.523322339387054,7.0,1122.1588904469993,0,914,914,7.0,7.426877742719005,79.25952323863994,5366893,821,4.0,7.0,11.0,0.9987991059032474
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr4:75452279-190000000,9492406,1.27169672750374,428,1,25.705221675278473,11.108980751742546,6.0,660.7584213752062,0,734,734,6.0,8.139925953159898,92.50398648595295,7464364,631,3.0,6.0,9.0,0.9982391765514178
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr6:60000-58087659,5811672,1.3399282180323662,142,1,35.20044928820748,15.773257199982847,7.0,1239.0716300916665,0,756,756,7.0,6.723394430886901,63.36325787405892,4337302,733,4.0,7.0,11.0,0.9988560607317887
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr8:48135599-86500000,3267525,1.2654005915871933,71,1,24.984092745202258,10.587075319678089,6.0,624.2048903008681,0,786,786,5.0,10.335319639301295,163.065923871059,2582207,728,4.0,6.0,9.0,0.9982444772394445
ATAC_JV_adipose/samples/AC2/MSC72/problems/chr8:87000000-142766515,5380427,1.3053028450432511,122,1,30.220478205540918,13.35005314197532,6.0,913.2773029715737,0,896,896,6.0,7.409909345763778,79.62435942222407,4121977,715,4.0,6.0,10.0,0.9986030148834967
ATAC_JV_adipose/samples/AC2/MSC72/problems/chrX:37148256-49242997,1181468,1.2891184111608054,77,1,25.02830713045959,11.897441772668452,6.0,626.4161578166145,0,447,447,6.0,7.232276055430758,69.28900830789533,916494,442,4.0,6.0,10.0,0.9981636752340879
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr10:18024675-38818835,2465658,1.311449059678677,126,1,32.19258807752731,14.975282737169186,8.0,1036.3627271293537,0,730,730,7.0,7.362740149917874,73.18291910461701,1880103,660,5.0,8.0,12.0,0.9987374283620594
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr10:51448845-125869472,9728321,1.3343799439216801,227,1,36.04648102214649,16.787923328915266,9.0,1299.348794079967,0,986,986,9.0,7.589872900043123,80.926371147274,7290519,905,5.0,9.0,14.0,0.9989214118637245
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr11:69774695-87688378,2553176,1.3514237667983415,151,1,41.01989396819654,18.255405584226544,9.0,1682.631701162087,0,1091,1091,9.0,8.649132848203774,109.40604080833295,1889250,963,6.0,9.0,15.0,0.9991213565067898
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr12:145739-7189876,1258062,1.4014733683053144,160,1,44.89735538691058,22.138167392989867,11.0,2015.7725207385488,0,1038,1038,10.0,6.737140767458928,67.27539865527228,897672,776,7.0,11.0,17.0,0.9991385276657501
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr12:66500000-109373470,4754895,1.304050021775785,184,1,32.16207066807867,14.562046572193427,8.0,1034.3987896584863,0,750,750,7.0,7.697169436576818,83.29556307149385,3646253,729,5.0,8.0,12.0,0.9987632744390675
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr14:19050000-107289540,11147740,1.3273528825173617,267,1,36.94476870182837,16.21687041791868,9.0,1364.9159344315972,0,1039,1039,9.0,8.947523510932387,113.7310679319767,8398476,976,5.0,9.0,14.0,0.9989773222886753
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr16:46510000-88389383,6131451,1.348651162095022,187,1,37.809486795810905,17.820215473525078,10.0,1429.5572917625993,0,828,828,9.0,7.531677003197847,77.79053525502012,4546359,819,6.0,10.0,15.0,0.998991823237035
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr1:206482221-223747846,2199064,1.3251740181855105,132,1,33.97354565937988,16.114501516763948,8.0,1154.2018046699693,0,842,842,8.0,7.5065139343905924,81.49575355450976,1659454,724,5.0,8.0,13.0,0.9988344551326545
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr1:521368-2634220,502370,1.5309157397531616,180,1,76.65454751769434,29.758495326846482,15.0,5875.919655142459,0,4216,4216,13.0,22.42812236599009,920.2978133811213,328151,953,10.0,15.0,23.0,0.9994283353150175
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr22:20700000-50364777,5365544,1.3960497229519049,600,1,43.64694386689179,21.317543920359622,11.0,1905.055708919603,0,960,960,10.0,7.038942039649364,68.43884975807856,3843377,915,7.0,11.0,17.0,0.9990827098655847
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr2:162200000-234003741,8266152,1.310732155556595,339,1,32.09652851115544,14.929209249607865,8.0,1030.1871424674139,0,862,862,7.0,8.018223302279186,91.46253614656368,6306516,765,5.0,8.0,12.0,0.9987244398552854
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr3:60000-66170270,8879058,1.326651856792461,116,1,33.96015726990001,16.12269647248034,9.0,1153.2922817963426,0,994,994,8.0,7.9714219239825335,92.45428853960794,6692833,903,6.0,9.0,14.0,0.9988403077117968
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr4:75452279-190000000,11545856,1.276927373158643,405,1,26.064316629365333,12.263504287702172,7.0,679.3486013558102,0,712,712,7.0,8.76960603134082,108.3024763368394,9041906,695,4.0,7.0,11.0,0.9982865171795499
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr6:60000-58087659,7234316,1.339830319032001,198,1,35.3622797113093,17.10884245516377,9.0,1250.4908263808775,0,869,869,8.0,7.2643632979408315,74.68443328074358,5399428,815,6.0,9.0,14.0,0.9988826177793495
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr8:48135599-86500000,4014661,1.2707683717502853,212,1,25.330469214334663,11.84137577392031,7.0,641.6326706183561,0,866,866,6.0,11.20385851677788,191.3080809909652,3159240,792,5.0,7.0,11.0,0.998257846593502
ATAC_JV_adipose/samples/AC2/MSC73/problems/chr8:87000000-142766515,6647650,1.305944126694251,197,1,30.119257537772366,14.519769648290092,8.0,907.1696746266575,0,971,971,8.0,8.125596578418083,96.38189517343945,5090303,800,5.0,8.0,13.0,0.9985968637979817
ATAC_JV_adipose/samples/AC2/MSC73/problems/chrX:37148256-49242997,1485249,1.2953212294156944,69,1,26.1864125445066,13.59613806407838,8.0,685.7282019510925,0,556,556,7.0,7.938795354039992,86.1595086246436,1146627,519,5.0,8.0,12.0,0.9982999476121035
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr10:18024675-38818835,3031389,1.31101094906137,59,1,15.297244140559014,12.6108295195943,10.0,234.00567829586709,0,426,426,8.0,7.586597552673717,87.8328677226054,2312254,394,6.0,10.0,14.0,0.9952188691228372
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr10:51448845-125869472,11956633,1.3318277733544288,131,1,17.289860486638997,14.126856437228916,11.0,298.9392756474405,0,547,547,9.0,8.013381209994822,99.61122838943643,8977613,496,7.0,11.0,16.0,0.9960645837853034
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr11:69774695-87688378,3071314,1.3427289980138737,74,1,19.359734940768167,15.031931022904928,12.0,374.79933697679985,0,551,551,10.0,9.065239278865274,130.65896813341894,2287368,529,7.0,12.0,17.0,0.9967884289655259
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr12:145739-7189876,1465370,1.3805568692919201,106,1,22.218154321001695,17.74403142915016,13.0,493.6463814318463,0,585,585,10.0,7.121242792606792,78.85857015116572,1061435,462,9.0,13.0,19.0,0.9972611348971869
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr12:66500000-109373470,5884312,1.301253949551883,63,1,14.782672279441329,12.085809634737297,9.0,218.52739972136308,0,477,477,8.0,8.246602587914062,110.74823077261354,4522033,459,6.0,9.0,14.0,0.9950124614939719
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr14:19050000-107289540,13872153,1.3300083172541077,167,1,17.375306425413072,13.867241488741364,11.0,301.90127337700085,0,503,503,9.0,9.125382573767437,130.2652185488658,10430126,497,7.0,11.0,16.0,0.9961040410171698
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr16:46510000-88389383,7624536,1.350532638205094,76,1,18.09124310860302,15.324984616278439,12.0,327.29307721457633,0,482,482,9.0,7.823825713711033,92.69681469904182,5645578,460,8.0,12.0,17.0,0.9962737452058741
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr1:206482221-223747846,2734516,1.3238707828341756,163,1,16.210873281203778,13.631384809931703,11.0,262.7924125392466,0,447,447,8.0,7.73476287405823,94.15494731780672,2065547,396,7.0,11.0,15.0,0.995580953795062
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr1:521368-2634220,594578,1.510392269431842,153,1,51.55324068612012,25.100294925303373,18.0,2657.736625241031,0,3674,3674,13.0,36.81386524044908,2090.94503508013,393659,696,13.0,18.0,26.0,0.9990863809439381
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr22:20700000-50364777,6355113,1.3881160160402637,97,1,20.835407245515853,17.62426505439875,14.0,434.11419508649453,0,565,565,10.0,7.482915386080936,84.25316437115735,4578230,529,9.0,14.0,19.0,0.9969313538857455
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr2:162200000-234003741,10240657,1.3092683347175231,171,1,15.07659770295936,12.513534266681072,10.0,227.30379829687945,0,412,412,8.0,8.170266763215896,105.20555126010686,7821665,407,6.0,10.0,14.0,0.9950879241281566
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr3:60000-66170270,11236143,1.3350383093848934,84,1,16.111419173673433,14.270136113700648,11.0,259.57782778981186,0,518,518,10.0,7.992817316790726,107.97230241888235,8416346,502,7.0,11.0,17.0,0.9954865213790408
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr4:75452279-190000000,14823919,1.2890412546759957,215,1,12.298316882538206,11.142281302244756,9.0,151.24859814332427,0,387,387,7.0,8.227189874541095,111.36323704415152,11499958,373,6.0,9.0,13.0,0.9930241426727532
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr6:60000-58087659,8859894,1.335553554378633,102,1,16.55088025962946,14.266094251097586,11.0,273.93163736859213,0,470,470,9.0,7.6359611288873985,92.64133492109704,6633875,443,7.0,11.0,16.0,0.9956776558369919
ATAC_JV_adipose/samples/AC2/MSC74/problems/chr8:48135599-86500000,5218160,1.2926399565599094,59,1,12.285619140474225,11.36769292699089,9.0,150.93643766478664,0,488,488,8.0,10.506572685823626,202.75323080017176,4036825,467,6.0,9.0,14.0,0.9930386465714554
